date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:06	10902/10902	---M--	200	added ('OK')	text/css	etag:%222a96-57594b2c4f9f4%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min9e95.css	(from http://localhost/pius/)
14:16:07	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-57594b2c3ad61%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.2.1	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/animations/animations.min77e6.css	(from http://localhost/pius/)
14:16:08	86062/86062	---M--	200	added ('OK')	text/css	etag:%221502e-57594b2c1ed24%22	http://localhost/pius/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=2.2.1	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/css/frontend.min77e6.css	(from http://localhost/pius/)
14:16:09	4677/4677	---M--	200	added ('OK')	text/css	etag:%221245-57595c1f5f8bd%22	http://localhost/pius/wp-content/uploads/elementor/css/global.css?ver=1536660948	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/elementor/css/globale68d.css	(from http://localhost/pius/)
14:16:09	1100/1100	---M--	200	added ('OK')	text/css	etag:%2244c-575ffcd0c72d8%22	http://localhost/pius/wp-content/uploads/elementor/css/post-31.css?ver=1537116400	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/elementor/css/post-314c05.css	(from http://localhost/pius/)
14:16:10	36995/36995	---M--	200	added ('OK')	text/css	etag:%229083-575cde81fcabb%22	http://localhost/pius/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=4.9.8	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/ocean-extra/assets/css/widgets5010.css	(from http://localhost/pius/)
14:16:10	6871/6871	---M--	200	added ('OK')	text/css	etag:%221ad7-5760ead7a18e3%22	http://localhost/pius/wp-content/uploads/oceanwp/custom-style.css	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/oceanwp/custom-style.css	(from http://localhost/pius/)
14:16:11	1175/1175	---M--	200	added ('OK')	application/javascript	etag:%22497-575cde82d20fc%22	http://localhost/pius/wp-content/plugins/ocean-extra//includes/widgets/js/mailchimp.min.js?ver=4.9.8	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/ocean-extra/includes/widgets/js/mailchimp.min5010.js	(from http://localhost/pius/)
14:16:11	197/197	---M--	200	added ('OK')	application/javascript	etag:%22c5-575cde82d3128%22	http://localhost/pius/wp-content/plugins/ocean-extra//includes/widgets/js/share.min.js?ver=4.9.8	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/ocean-extra/includes/widgets/js/share.min5010.js	(from http://localhost/pius/)
14:16:11	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-57518bda27976%22	http://localhost/pius/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Profile/localhost/pius/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/pius/)
14:16:12	818/818	---M--	200	added ('OK')	text/xml	date:Mon,%2017%20Sep%202018%2011:16:11%20GMT	http://localhost/pius/xmlrpc.php?rsd	C:/My%20Web%20Sites/Profile/localhost/pius/xmlrpc0db0.php	(from http://localhost/pius/)
14:16:13	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-57518bd3f8086%22	http://localhost/pius/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Profile/localhost/pius/wp-includes/wlwmanifest.xml	(from http://localhost/pius/)
14:16:14	2148/2148	---M--	200	added ('OK')	application/json	date:Mon,%2017%20Sep%202018%2011:16:13%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2F	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embed977e.json	(from http://localhost/pius/)
14:16:15	2243/2243	---M--	200	added ('OK')	text/xml	date:Mon,%2017%20Sep%202018%2011:16:14%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2F&format=xml	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embed3eff	(from http://localhost/pius/)
14:16:16	7994/7994	---M--	200	added ('OK')	application/javascript	etag:%221f3a-57518bd86a8f3%22	http://localhost/pius/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-includes/js/imagesloaded.min55a0.js	(from http://localhost/pius/)
14:16:17	1248/1248	---M--	200	added ('OK')	application/javascript	etag:%224e0-5751bc9492d1f%22	http://localhost/pius/wp-content/themes/oceanwp/assets/js/third/lightbox.min.js?ver=1.5.27	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/js/third/lightbox.min6614.js	(from http://localhost/pius/)
14:16:19	20176/20176	---M--	200	added ('OK')	application/javascript	etag:%224ed0-5751bc9498d14%22	http://localhost/pius/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min.js?ver=1.5.27	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min6614.js	(from http://localhost/pius/)
14:16:19	19085/19085	---MC-	200	added ('OK')	text/html	date:Mon,%2017%20Sep%202018%2011:16:17%20GMT	http://localhost/pius/about-me/	C:/My%20Web%20Sites/Profile/localhost/pius/about-me/index.html	(from http://localhost/pius/)
14:16:19	54825/54825	---MC-	200	added ('OK')	application/json	date:Mon,%2017%20Sep%202018%2011:16:11%20GMT	http://localhost/pius/wp-json/	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/index.html	(from http://localhost/pius/)
14:16:20	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-57518bda3780a%22	http://localhost/pius/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Profile/localhost/pius/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/pius/)
14:16:20	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-57518bd820e08%22	http://localhost/pius/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/Profile/localhost/pius/wp-includes/js/wp-embed.min5010.js	(from http://localhost/pius/)
14:16:21	19680/19680	---MC-	200	added ('OK')	text/html	date:Mon,%2017%20Sep%202018%2011:16:19%20GMT	http://localhost/pius/profile/	C:/My%20Web%20Sites/Profile/localhost/pius/profile/index.html	(from http://localhost/pius/)
14:16:22	6527/6527	---M--	200	added ('OK')	application/javascript	etag:%22197f-57518bdab4396%22	http://localhost/pius/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/Profile/localhost/pius/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/pius/)
14:16:24	21297/21297	---MC-	200	added ('OK')	text/html	date:Mon,%2017%20Sep%202018%2011:16:20%20GMT	http://localhost/pius/experience/	C:/My%20Web%20Sites/Profile/localhost/pius/experience/index.html	(from http://localhost/pius/)
14:16:24	20351/20351	---MC-	200	added ('OK')	text/html	date:Mon,%2017%20Sep%202018%2011:16:20%20GMT	http://localhost/pius/contact/	C:/My%20Web%20Sites/Profile/localhost/pius/contact/index.html	(from http://localhost/pius/)
14:16:24	10173/10173	---M--	200	added ('OK')	application/javascript	etag:%2227bd-57594b2c44220%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.5.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/dialog/dialog.min268f.js	(from http://localhost/pius/)
14:16:26	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-57594b2c795d4%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/pius/)
14:16:31	36051/36051	---M--	200	added ('OK')	application/javascript	etag:%228cd3-57594b2c33996%22	http://localhost/pius/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.2.1	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/js/frontend.min77e6.js	(from http://localhost/pius/)
14:16:35	123507/123507	---M--	200	added ('OK')	application/javascript	etag:%221e273-5751bc941fa55%22	http://localhost/pius/wp-content/themes/oceanwp/assets/js/main.min.js?ver=1.5.27	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/js/main.min6614.js	(from http://localhost/pius/)
14:16:44	122695/122695	---M--	200	added ('OK')	application/javascript	etag:%221df47-57594b2c73e82%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/swiper/swiper.jquery.min.js?ver=4.4.3	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/swiper/swiper.jquery.mincb20.js	(from http://localhost/pius/)
14:16:48	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5751bc93eac53%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.woff2	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
14:16:53	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5751bc93db788%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.eot	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
14:16:54	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5751bc93e09c8%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.svg	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
14:16:59	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5751bc93db788%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfontd41d.eot	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
14:17:02	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5751bc93e7f48%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.woff	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
14:17:04	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-5751bc93eeee8%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.eot	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
14:17:04	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%227570-5751bc93fc073%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff2	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
14:17:05	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%223a5c5-5751bc93f317f%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.svg	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
14:17:12	54056/54056	---M--	200	added ('OK')	font/ttf	etag:%22d328-5751bc93f665e%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.ttf?v=2.4.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.ttf	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
14:17:17	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5751bc93e504a%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.ttf	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
14:17:17	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5751bc9400309%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
14:17:19	81332/81332	---M--	200	added ('OK')	font/woff	etag:%2213db4-5751bc93f9369%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff?v=2.4.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
14:17:19	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5751bc9400309%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot?	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slickd41d.eot	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
14:17:19	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22564-5751bc9408255%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.woff	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.woff	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
14:17:19	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%22764-5751bc9405933%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.ttf	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.ttf	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
14:17:19	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-5751bc9402e1e%22	http://localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.svg	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/themes/oceanwp/assets/fonts/slick/slick.svg	(from http://localhost/pius/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
14:17:29	56760/56760	---M--	200	added ('OK')	font/woff2	etag:%22ddb8-57594b2c53373%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?3.8.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.woff2	(from http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
14:17:29	189397/189397	---M--	200	added ('OK')	image/svg+xml	etag:%222e3d5-57594b2c51972%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?3.8.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.svg	(from http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
14:17:32	68288/68288	---M--	200	added ('OK')	font/woff	etag:%2210ac0-57594b2c52b48%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?3.8.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.woff	(from http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
14:17:33	3853/3853	---M--	200	added ('OK')	image/png	etag:%22f0d-575cde81ff52a%22	http://localhost/pius/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	(from http://localhost/pius/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=4.9.8)
14:17:33	132196/132196	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220464-57594b2c50cb3%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?3.8.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.eot	(from http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
14:17:34	159/159	---M--	200	added ('OK')	image/png	etag:%229f-575cde81feb8b%22	http://localhost/pius/wp-content/plugins/ocean-extra/assets/img/flickr.png	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/ocean-extra/assets/img/flickr.png	(from http://localhost/pius/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=4.9.8)
14:17:34	908/908	---M--	200	added ('OK')	text/css	etag:%2238c-575d1e06c0c69%22	http://localhost/pius/wp-content/uploads/elementor/css/post-33.css?ver=1536919157	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/elementor/css/post-334991.css	(from http://localhost/pius/about-me/)
14:17:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Sep%202018%2011:17:34%20GMT	http://localhost/pius/?p=33	C:/My%20Web%20Sites/Profile/localhost/pius/indexdd23.html	(from http://localhost/pius/about-me/)
14:17:35	2180/2180	---M--	200	added ('OK')	application/json	date:Mon,%2017%20Sep%202018%2011:17:34%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fabout-me%2F	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embed9b66.json	(from http://localhost/pius/about-me/)
14:17:37	2273/2273	---M--	200	added ('OK')	text/xml	date:Mon,%2017%20Sep%202018%2011:17:36%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fabout-me%2F&format=xml	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embed7e2a	(from http://localhost/pius/about-me/)
14:17:37	696/696	---M--	200	added ('OK')	text/css	etag:%222b8-575d1e32c9b37%22	http://localhost/pius/wp-content/uploads/elementor/css/post-39.css?ver=1536919203	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/elementor/css/post-39c321.css	(from http://localhost/pius/profile/)
14:17:37	69379/69379	---M--	200	added ('OK')	image/jpeg	etag:%2210f03-5751ce205b78b%22	http://localhost/pius/wp-content/uploads/2018/09/IMG-20180604-WA0016.jpg	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/2018/09/IMG-20180604-WA0016.jpg	(from http://localhost/pius/wp-content/uploads/elementor/css/post-31.css?ver=1537116400)
14:17:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Sep%202018%2011:17:37%20GMT	http://localhost/pius/?p=39	C:/My%20Web%20Sites/Profile/localhost/pius/indexba52.html	(from http://localhost/pius/profile/)
14:17:38	2175/2175	---M--	200	added ('OK')	application/json	date:Mon,%2017%20Sep%202018%2011:17:37%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fprofile%2F	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embede250.json	(from http://localhost/pius/profile/)
14:17:38	132036/132036	---M--	200	added ('OK')	font/ttf	etag:%22203c4-57594b2c51ff5%22	http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?3.8.0	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.ttf	(from http://localhost/pius/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
14:17:38	2268/2268	---M--	200	added ('OK')	text/xml	date:Mon,%2017%20Sep%202018%2011:17:38%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fprofile%2F&format=xml	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embedff45	(from http://localhost/pius/profile/)
14:17:39	1582/1582	---M--	200	added ('OK')	text/css	etag:%2262e-575d2f5393dd4%22	http://localhost/pius/wp-content/uploads/elementor/css/post-35.css?ver=1536923801	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/elementor/css/post-359623.css	(from http://localhost/pius/experience/)
14:17:39	2190/2190	---M--	200	added ('OK')	application/json	date:Mon,%2017%20Sep%202018%2011:17:39%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fexperience%2F	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embed694f.json	(from http://localhost/pius/experience/)
14:17:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Sep%202018%2011:17:39%20GMT	http://localhost/pius/?p=35	C:/My%20Web%20Sites/Profile/localhost/pius/index5c90.html	(from http://localhost/pius/experience/)
14:17:40	2283/2283	---M--	200	added ('OK')	text/xml	date:Mon,%2017%20Sep%202018%2011:17:39%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fexperience%2F&format=xml	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embed9005	(from http://localhost/pius/experience/)
14:17:40	1355/1355	---M--	200	added ('OK')	text/css	etag:%2254b-575d2e348d11f%22	http://localhost/pius/wp-content/uploads/elementor/css/post-37.css?ver=1536923500	C:/My%20Web%20Sites/Profile/localhost/pius/wp-content/uploads/elementor/css/post-3767dd.css	(from http://localhost/pius/contact/)
14:17:41	2175/2175	---M--	200	added ('OK')	application/json	date:Mon,%2017%20Sep%202018%2011:17:40%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fcontact%2F	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embedd8cc.json	(from http://localhost/pius/contact/)
14:17:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Sep%202018%2011:17:41%20GMT	http://localhost/pius/?p=37	C:/My%20Web%20Sites/Profile/localhost/pius/index4837.html	(from http://localhost/pius/contact/)
14:17:42	2268/2268	---M--	200	added ('OK')	text/xml	date:Mon,%2017%20Sep%202018%2011:17:41%20GMT	http://localhost/pius/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpius%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/Profile/localhost/pius/wp-json/oembed/1.0/embeda1d5	(from http://localhost/pius/contact/)
